Timestamp,Type,Token Name,Mint Address,SOL Amount,Buy Price (SOL),Sell Price (SOL),Profit/Loss (SOL),% Gain/Loss
2025-03-03T00:31:17.590Z,BUY,WE ARE ALL PEPE,B2uiaU2YMZg9xY5tmvt4BKLnNq3azWmjdyeTjm4fpump,0.050000,0.0000000280,0.0000000000,0.0000000000,0.00%
2025-03-03T00:31:20.038Z,BUY,Russian Embassy Reserve,6gdiHz9K57AaUMATHA3PjyUkCpto8hKXV84z41qWpump,0.050000,0.0000000285,0.0000000000,0.0000000000,0.00%
2025-03-03T00:31:20.116Z,SELL,Symbol,undefined,0.050000,0.0000000280,0.0000000281,0.0000000000,0.48%
2025-03-03T00:31:23.771Z,SELL,Stupid Coin,undefined,0.050000,0.0000000280,0.0000000281,0.0000000000,0.34%
2025-03-03T00:31:25.069Z,SELL,RESERVESOL,undefined,0.050000,0.0000000295,0.0000000337,0.0000000002,14.34%
2025-03-03T00:31:25.249Z,SELL,Yamaha YZF R-6,undefined,0.050000,0.0000000284,0.0000000285,0.0000000000,0.35%
2025-03-03T00:31:25.861Z,SELL,Symbol,undefined,0.050000,0.0000000280,0.0000000281,0.0000000000,0.61%
2025-03-03T00:31:29.313Z,BUY,France Bitcoin Reserve,9KexaWT5APiYEMvZHq9B2ab4dtU1URgKXgfSsErqpump,0.050000,0.0000000281,0.0000000000,0.0000000000,0.00%
2025-03-03T00:31:35.178Z,BUY,Belphagor,DKeUoEBmwpAvNtuVcgFTfD9UE4o3jbGXXfTFuXC2pump,0.050000,0.0000000281,0.0000000000,0.0000000000,0.00%
2025-03-03T00:31:37.474Z,SELL,Columbia Crypto Regulation,undefined,0.050000,0.0000000297,0.0000000342,0.0000000002,14.98%
2025-03-03T00:31:42.530Z,BUY,North korean cryptocurrency,Giz5TAGNDV8XN8wCVYm3Zii4e9jAJvZT4ALfNCPspump,0.050000,0.0000000299,0.0000000000,0.0000000000,0.00%
2025-03-03T00:31:47.599Z,SELL,WE ARE ALL PEPE,undefined,0.050000,0.0000000280,0.0000000300,0.0000000001,7.22%
2025-03-03T00:31:50.041Z,SELL,Russian Embassy Reserve,undefined,0.050000,0.0000000285,0.0000000536,0.0000000013,87.91%
